Constellation,RA(deg),Dec(deg),Vmag
Aries,40.8629761644,27.707149409290004,4.670000076293945
Aries,48.72540966679999,21.044447008140004,4.86899995803833
Aries,42.49597183583333,27.26050722722222,3.5940001010894775
Aries,44.803022315811916,21.34043263555175,4.630000114440918
Aries,50.08484196336125,29.04845766232917,4.46999979019165
Aries,28.382580013726404,19.2959529982388,4.589000225067139
Aries,32.35552076885081,25.9398378657198,4.9770002365112305
Aries,28.38255386851,19.293855549769997,4.519999980926514
Aries,29.482153088393336,23.596062782928055,4.765999794006348
Aries,47.90736069940499,19.726673110293053,4.369999885559082
Aries,41.97725864650751,29.247118272015555,4.510000228881836
Auriga,79.78531437463377,40.09905141137223,4.710000038146973
Auriga,89.93029217610834,37.21258462923103,2.619999885559082
Auriga,89.88217886833334,44.94743257194444,1.899999976158142
Auriga,87.87237274210001,39.14852391264999,3.950000047683716
Auriga,89.98374135855002,45.93673491601,4.25
Auriga,75.49222653615,43.82331030981,2.990000009536743
Auriga,79.17232794433404,45.99799146983673,0.07999999821186066
Auriga,102.69143033957002,41.781230547750006,4.974999904632568
Auriga,83.18197656842209,32.19202236863777,4.789999961853027
Auriga,99.83261348225003,42.488876576299994,4.820000171661377
Auriga,75.6195143455471,41.07583198882223,3.75
Auriga,96.22458979254,49.2878920061,4.75
Auriga,72.47765909158625,37.488279635840286,4.867000102996826
Auriga,87.76015536901001,37.30556969497,4.739999771118164
Auriga,88.71152890533,55.70696670846001,4.960000038146973
Auriga,76.62872558885961,41.23447574166194,3.180000066757202
Auriga,73.15825144049,36.70318808734999,4.7789998054504395
Auriga,93.84453491325125,29.49807647788778,4.349999904632568
Auriga,87.29348991048084,39.18107231686389,4.5
Auriga,78.35717509811,38.48449878275001,4.821000099182129
Auriga,74.24841676022209,33.166093772077225,2.690000057220459
Auriga,81.16308949573,37.38534910029,4.995999813079834
Auriga,107.91386052498,39.32055033848,4.886000156402588
Auriga,89.88174341414602,54.2847379628627,3.7200000286102295
Boötes,216.29915395900042,51.85074367335807,4.050000190734863
Boötes,225.52711998287,25.00813879828,4.809999942779541
Boötes,220.28711599166667,13.72841686111111,4.510000228881836
Boötes,218.01946533132542,38.3082480800211,3.0199999809265137
Boötes,208.6711621680087,18.397720717229475,2.680000066757202
Boötes,220.41146330761003,8.16176457182,4.861999988555908
Boötes,228.875678416905,33.31483124216833,3.490000009536743
Boötes,207.42843653774,21.264101313699996,4.909999847412109
Boötes,213.37086532986,51.78996745846,4.5
Boötes,218.67007244468002,29.745127131650005,4.46999979019165
Boötes,225.48650960185546,40.39056857046112,3.5199999809265137
Boötes,222.84745194146004,19.10044994484,4.675000190734863
Boötes,214.49923885007,35.50951230374999,4.796000003814697
Boötes,217.9574555385208,30.371436570076384,3.5899999141693115
Boötes,220.28733409166668,13.72828106111111,4.510000228881836
Boötes,221.2467398257896,27.074222319675556,2.450000047683716
Boötes,220.85567727263003,26.527853383836113,4.789999961853027
Boötes,207.36933869583626,15.797904644250833,4.070000171661377
Boötes,214.09591003493293,46.08830429435917,4.179999828338623
Boötes,213.91530029492503,19.1824091615312,-0.05000000074505806
Boötes,232.94576269019007,40.89933486302999,4.978000164031982
Boötes,206.8155757166775,17.456891543222227,4.489999771118164
Boötes,220.18149546562,16.41832665586,4.89300012588501
Boötes,212.59972288861,25.09167695027,4.829999923706055
Boötes,214.0413740117,51.36723019546999,4.75
Boötes,221.3102522575375,16.964276615643886,4.599999904632568
Boötes,220.28729823076685,13.728304629385853,3.7799999713897705
Boötes,226.82527472848,24.86919427955,4.929999828338623
Boötes,222.84741637220463,19.100472048411426,4.5929999351501465
Boötes,221.24645736371372,27.07498558868861,4.801000118255615
Boötes,226.11142899824,26.94764831773,4.550000190734863
Boötes,215.84456360244283,8.44662086953924,4.869999885559082
Caelum,76.10167558273001,-35.48297537488,4.573999881744385
Caelum,70.14046880567959,-41.863751263843064,4.449999809265137
Camelopardalis,112.76861553166002,82.41146708872,4.960000038146973
Camelopardalis,105.01682160210919,76.97740862475611,4.539999961853027
Camelopardalis,56.50971455266001,63.34505876123999,4.809999942779541
Camelopardalis,74.32165746492626,53.75210201356083,4.433000087738037
Camelopardalis,49.99695557921999,65.65230155745,4.849999904632568
Camelopardalis,52.478098350379994,58.878749133439996,4.539999961853027
Camelopardalis,73.5125474527996,66.34267600708583,4.289999961853027
Camelopardalis,57.589622230855426,71.33226610659722,4.604000091552734
Camelopardalis,52.267220373399994,59.940333656830006,4.21999979019165
Camelopardalis,75.85454611254374,60.44224553701305,4.019999980926514
Camelopardalis,57.380323117770004,65.52597939514,4.480000019073486
Camelopardalis,94.71157297372875,69.31981423597666,4.756999969482422
Cancer,134.62168421127,11.8576804028,4.249000072479248
Cancer,131.17124658768915,18.154308069054167,3.940000057220459
Cancer,130.82144642293792,21.468498799990275,4.6519999504089355
Cancer,124.12883745353419,9.185543957090834,3.5199999809265137
Cancer,131.67425181855,28.759893136039995,4.01800012588501
Canes Venatici,203.69920319171,37.18241439635,4.980000019073486
Canes Venatici,186.00622618936,51.56225684355001,4.761000156402588
Canes Venatici,188.43560104856124,41.35747815357195,4.25
Canes Venatici,191.28260867319,45.44025730789,4.869999885559082
Canes Venatici,203.61358305917585,49.015971971378896,4.699999809265137
Canes Venatici,199.38558813253832,40.572606772960285,4.697999954223633
Canes Venatici,204.36511192000003,36.29489794871,4.949999809265137
Canes Venatici,207.94781245992078,34.44424028042583,4.739999771118164
Canes Venatici,198.42892372376,40.15288502949,4.940000057220459
Canes Venatici,194.0069399537529,38.31837643625333,2.880000114440918
Canis Major,104.65645315148349,-28.972086157360806,1.5
Canis Major,108.70272505556083,-26.772667556726386,3.819999933242798
Canis Major,95.67493896958332,-17.955918708888888,1.9700000286102295
Canis Major,99.47258909203,-18.23748068501,4.429999828338623
Canis Major,97.04253341978293,-32.580068342677784,4.480000019073486
Canis Major,105.75613058900545,-23.833293974200288,3.0199999809265137
Canis Major,109.66824556404003,-24.55869951348,4.949999809265137
Canis Major,101.28715533333335,-16.71611586111111,-1.4600000381469727
Canis Major,99.17099032848043,-19.25588040351555,3.9100000858306885
Canis Major,103.38711217767248,-20.224252609771387,4.829999923706055
Canis Major,103.90596016133001,-20.13649690453,4.664000034332275
Canis Major,102.4602463019467,-32.508478839148054,3.890000104904175
Canis Major,105.42978350186792,-27.934830340443888,3.4700000286102295
Canis Major,109.15347732104,-23.315593963849995,4.789999961853027
Canis Major,95.07830016583334,-30.063366733888888,2.990000009536743
Canis Major,103.53313445883002,-24.18421097264,3.869999885559082
Canis Major,104.03426914346421,-17.05423863054111,4.385000228881836
Canis Major,109.14580338620001,-27.88117904547,4.639999866485596
Canis Major,108.56338216558669,-26.352508045988618,4.650000095367432
Canis Major,105.93955612216459,-15.633287003608888,4.119999885559082
Canis Major,98.76411480246003,-22.964795416690002,4.5
Canis Major,99.81966430456002,-14.145761875750003,4.811999797821045
Canis Major,111.02375950100144,-29.303105508471724,2.450000047683716
Canis Major,110.55637222219083,-19.016601219997224,4.949999809265137
Canis Major,103.54749525536,-12.038628101049998,4.079999923706055
Canis Major,97.96402617533295,-23.4184222041275,4.329999923706055
Canis Major,109.67702081318919,-24.954361319371664,4.400000095367432
Canis Major,105.42978350186792,-27.934830340443888,3.4700000286102295
Canis Major,107.09785021416667,-26.39319957888889,1.840000033378601
Canis Minor,112.04080952897003,8.925524480059998,4.300000190734863
Canis Minor,112.44908972974333,12.006563320020556,4.531000137329102
Canis Minor,111.7876739054167,8.2893157625,2.890000104904175
Canis Minor,111.41208201660001,9.276090422389998,4.986000061035156
Canis Minor,120.56640383833671,2.334571901765,4.380000114440918
Canis Minor,114.82549790798149,5.224987557059477,0.3700000047683716
Capricornus,326.76018433125006,-16.12728708527778,2.8299999237060547
Capricornus,304.51356498214255,-12.544852120195275,3.5799999237060547
Capricornus,325.0226892543413,-16.66237119824361,3.6700000762939453
Capricornus,316.48678531312254,-17.232862837423333,4.070000171661377
Capricornus,311.5238874801846,-25.27089819194861,4.122000217437744
Capricornus,320.5616499287887,-16.834543892793892,4.269999980926514
Capricornus,324.27012965392004,-19.466011222169442,4.550000190734863
Capricornus,305.25277749238,-14.78140760208,3.0799999237060547
Capricornus,305.16589914562377,-12.759080634501943,4.760000228881836
Capricornus,307.21506161650007,-17.81368307879,4.929999828338623
Capricornus,325.6646170042122,-18.86632088422667,4.72599983215332
Capricornus,316.7819506660321,-25.00585263557027,4.5
Capricornus,312.9553772391201,-26.91913484546,4.119999885559082
Capricornus,321.6667943970976,-22.41132034516556,3.740000009536743
Capricornus,304.41195470044005,-12.50821218603,4.269999980926514
Capricornus,324.27012965392004,-19.466011222169442,4.550000190734863
Capricornus,316.1012368913642,-19.855091882216946,4.840000152587891
Capricornus,322.1808362617367,-21.807179760148607,4.5
Carina,166.63511032196,-62.42411405976001,4.605999946594238
Carina,157.58386570032584,-71.99279386325306,4.710000038146973
Carina,144.8375470052871,-61.32804977268306,4.498000144958496
Carina,128.83210465488003,-58.00923685542,4.8470001220703125
Carina,161.02875518967625,-63.96107482499694,4.789000034332275
Carina,158.0061045480125,-61.68533195288,3.2699999809265137
Carina,125.62848024272954,-59.509484191917416,1.8600000143051147
Carina,137.74202206644335,-58.966900555078894,3.4000000953674316
Carina,159.68748437816,-59.182995750139995,4.869999885559082
Carina,139.10693927784,-67.47656533389,3.2699999809265137
Carina,138.29990608310192,-69.71720759721548,1.690000057220459
Carina,156.0987730314175,-74.0316110835011,4.010000228881836
Carina,122.25265382019748,-61.30237386073695,4.742000102996826
Carina,102.4638072453642,-53.622450407303056,4.4079999923706055
Carina,156.872,-57.6253,4.300000190734863
Carina,156.96970738780956,-58.73940617500779,3.809999942779541
Carina,153.43425247860876,-70.0379064474,3.3299999237060547
Carina,160.88453953976003,-60.566620770969166,4.545000076293945
Carina,154.27073140194167,-61.33230464139612,3.3499999046325684
Carina,134.24340492379,-59.229337619,4.894999980926514
Carina,163.37356713128625,-58.85317036981778,3.7899999618530273
Carina,161.713412428565,-64.38347348587473,4.829999923706055
Carina,113.91550959642002,-52.53383586569,4.920000076293945
Carina,133.76186707720834,-60.644609514066666,3.799999952316284
Carina,155.74227742060336,-66.90149599916556,4.989999771118164
Carina,143.61104506125,-59.229751953055555,4.090000152587891
Carina,167.147453191,-58.975038633492225,3.8299999237060547
Carina,158.89707441662253,-57.557633601364444,4.429999828338623
Carina,136.4098972987,-70.53849835625,4.6519999504089355
Carina,160.55883030156212,-64.46642611042111,4.820000171661377
Carina,161.02875518967625,-63.96107482499694,4.789000034332275
Carina,125.6286496,-59.5095554,3.8499999046325684
Carina,119.19466705582002,-52.98234546298,3.430999994277954
Carina,130.15428340004627,-59.76100474516722,4.313000202178955
Carina,157.75858549275,-73.22149261562,4.920000076293945
Carina,136.286721332445,-72.60270255847888,4.4670000076293945
Carina,156.8519603683,-57.63880511029001,4.699999809265137
Carina,140.23672112808,-62.40463362653,4.800000190734863
Carina,160.73917486416667,-64.39445022111111,2.759999990463257
Carina,139.0503023807684,-57.54147113833555,4.317999839782715
Carina,131.67728441808165,-56.769776253820275,4.489999771118164
Carina,120.08319077859417,-63.567454832875555,4.806000232696533
Carina,146.7755070649247,-65.07200742206864,2.990000009536743
Carina,159.68748437816,-59.182995750139995,4.869999885559082
Carina,125.6284741,-59.509480700000005,2.009999990463257
Carina,139.27252857166667,-59.275232029166666,2.259999990463257
Carina,161.713412428565,-64.38347348587473,4.829999923706055
Carina,95.98795782918306,-52.69566138386201,-0.7400000095367432
Carina,98.7440832478354,-52.975609280170005,4.400000095367432
Carina,146.31171543538213,-62.50790286462888,3.75
Carina,168.15005513891,-60.31762630127,4.619999885559082
Carina,137.81967506322877,-62.31697773412389,3.943000078201294
Carina,158.0061045480125,-61.68533195288,3.2699999809265137
Carina,156.96970738780956,-58.73940617500779,3.809999942779541
Carina,160.88453953976003,-60.566620770969166,4.545000076293945
Carina,160.55883030156212,-64.46642611042111,4.820000171661377
Cassiopeia,14.166271443370002,59.18105702418999,4.622000217437744
Cassiopeia,30.489320008333333,70.9070645138889,4.630000114440918
Cassiopeia,13.267485175800001,61.12397202496,4.800000190734863
Cassiopeia,2.294521577787878,59.14978109800713,2.2699999809265137
Cassiopeia,346.6534074061571,59.41975982112528,4.840000152587891
Cassiopeia,352.5080859874299,58.548920051420005,4.886000156402588
Cassiopeia,10.866957011260004,47.02454577746,4.948999881744385
Cassiopeia,30.858785166533746,72.42129411554222,3.937999963760376
Cassiopeia,23.482839488960003,59.23205391431,4.681000232696533
Cassiopeia,10.126846007691249,56.537329217042775,2.2300000190734863
Cassiopeia,21.483429973130832,68.13001379715332,4.7270002365112305
Cassiopeia,20.020485277440002,58.23161323440999,4.980000019073486
Cassiopeia,29.00011791945,68.68523997607,4.9679999351501465
Cassiopeia,13.75064876158,58.97269920721,4.820000171661377
Cassiopeia,14.17721289375,60.71674002472222,2.390000104904175
Cassiopeia,351.2094267145825,62.28281016386695,4.954999923706055
Cassiopeia,37.266320874590015,67.40238670115,4.610000133514404
Cassiopeia,359.60361782710004,51.38880917483,4.800000190734863
Cassiopeia,12.276227476217505,57.81517728880999,3.440000057220459
Cassiopeia,356.76439327339006,58.65199103572999,4.873000144958496
Cassiopeia,21.453964462083338,60.23528402972222,2.680000066757202
Cassiopeia,9.242852031185834,53.89691044421194,3.6600000858306885
Cassiopeia,346.6534074061571,59.41975982112528,4.840000152587891
Cassiopeia,17.775675387167915,55.14989971999472,4.329999923706055
Cassiopeia,28.598892025700003,63.670100066329994,3.369999885559082
Cassiopeia,30.489551300890835,70.90696692312001,4.539999961853027
Cassiopeia,47.98445484034001,74.39365830223,4.834000110626221
Cassiopeia,12.208422895640004,50.96816512721001,4.890999794006348
Cassiopeia,8.249966181752502,62.93178142392444,4.159999847412109
Cassiopeia,10.51621753161,50.51253344554,4.809999942779541
Cassiopeia,11.181327503027084,48.28436973261194,4.5
Cassiopeia,358.59596887605,57.499381871500006,4.590000152587891
Centaurus,193.27877637169166,-48.94331288258333,4.329999923706055
Centaurus,198.0732207329279,-59.920563006995835,4.5929999351501465
Centaurus,177.78621333642,-45.17346991659001,4.460000038146973
Centaurus,198.56310307496,-59.10323722999001,4.929999828338623
Centaurus,200.65805458993418,-60.988380600585835,4.508999824523926
Centaurus,210.95545783333338,-60.37318300555555,3.950000047683716
Centaurus,209.5677757390684,-42.10075691842361,3.802000045776367
Centaurus,215.65447087458338,-58.45911648111111,4.940000057220459
Centaurus,220.48996060458245,-37.79349450012777,4.0
Centaurus,182.02175944332998,-50.66127095876,4.46999979019165
Centaurus,173.94532537821,-63.01983499360999,3.140000104904175
Centaurus,207.404119530205,-42.47373340873611,3.430000066757202
Centaurus,190.37930732083333,-48.95991231666667,2.819999933242798
Centaurus,170.2516858041667,-54.49102356111111,4.079999923706055
Centaurus,209.41201490412996,-63.68669831684,4.701000213623047
Centaurus,218.87676733750004,-42.15782521722222,2.309999942779541
Centaurus,212.47839265528003,-53.43894579245,4.736000061035156
Centaurus,211.51153348661128,-41.17963290966722,4.3429999351501465
Centaurus,196.5695986005133,-48.46329070242833,4.690999984741211
Centaurus,219.90205833170774,-60.83399268831004,0.009999999776482582
Centaurus,173.69023485487747,-54.26409310423222,4.60699987411499
Centaurus,204.97190723090242,-53.466391146088995,2.299999952316284
Centaurus,209.6697861879167,-44.80358582416666,3.869999885559082
Centaurus,186.63233351866415,-51.45063581013528,4.808000087738037
Centaurus,189.96887139731834,-39.987301756671386,4.639999866485596
Centaurus,182.91299894988,-52.36844011674,3.9600000381469727
Centaurus,182.08957348875003,-50.722427392777774,2.5199999809265137
Centaurus,224.79035390916664,-42.10419636638889,3.109999895095825
Centaurus,211.67061468233902,-36.369954742511496,2.049999952316284
Centaurus,189.4256837492,-48.54130535928,3.859999895095825
Centaurus,207.3613413833062,-34.45077353097945,4.190000057220459
Centaurus,198.01326789946208,-37.803022202350824,4.849999904632568
Centaurus,175.22347411844,-62.090101521689995,4.920000076293945
Centaurus,196.5695986005133,-48.46329070242833,4.690999984741211
Centaurus,193.3591320945792,-40.17891354020334,4.269999980926514
Centaurus,208.88494019857197,-47.28837451101241,2.549999952316284
Centaurus,207.3761521155971,-41.68770852979139,3.385999917984009
Centaurus,201.0020112016,-64.53566985852,4.519999980926514
Centaurus,221.24667349661996,-35.19182869601,4.923999786376953
Centaurus,176.62842850256794,-61.178399611954156,4.099999904632568
Centaurus,208.30224287385002,-31.9276195534,4.730000019073486
Centaurus,206.4218497442092,-33.04371697217305,4.230000019073486
Centaurus,210.43127903188,-45.60340960604,4.329999923706055
Centaurus,215.13930164992004,-37.88529206459917,4.033999919891357
Centaurus,206.66407966580377,-51.43275733387334,4.631999969482422
Centaurus,190.37933367081538,-48.959871515023295,2.1700000762939453
Centaurus,207.95666927126004,-32.99408494549,4.519999980926514
Centaurus,207.404119530205,-42.47373340873611,3.430000066757202
Centaurus,215.75932801672624,-39.51181793325,4.420000076293945
Centaurus,202.76106914624998,-39.40730527555556,3.880000114440918
Centaurus,219.89609628987276,-60.83752756558407,1.3300000429153442
Centaurus,219.9020833333333,-60.83397222222223,-0.10000000149011612
Centaurus,196.72766418042875,-49.90624642011722,4.269999980926514
Centaurus,176.62946888804873,-40.50035718532611,4.880000114440918
Centaurus,209.5677757390684,-42.10075691842361,3.802000045776367
Centaurus,177.42111389338,-63.788472407499995,4.308000087738037
Centaurus,200.14922006503957,-36.712304581225,2.7300000190734863
Centaurus,195.88877129561996,-49.52726358175,4.826000213623047
Centaurus,190.64771378314288,-48.813110316239715,4.659999847412109
Centaurus,220.91432322798374,-35.173668576684165,4.039999961853027
Centaurus,170.80286530254003,-36.16477115874001,4.991000175476074
Centaurus,210.95585562281522,-60.373035161541594,0.5799999833106995
Centaurus,215.08142780986418,-56.38649549140083,4.349999904632568
Centaurus,187.00992548273499,-50.23063797449278,3.9100000858306885
Centaurus,192.67151411907003,-33.99934795846,4.894000053405762
Centaurus,190.37923070833338,-48.959576850000005,2.880000114440918
Centaurus,200.65805458993418,-60.988380600585835,4.508999824523926
Cepheus,329.1630895679788,63.625550454566664,4.900000095367432
Cepheus,332.4517944276,72.34120548068,4.785999774932861
Cepheus,17.1869943146575,86.25709066820444,4.224999904632568
Cepheus,349.65621894028004,68.11144363651,4.869999885559082
Cepheus,325.8769148160596,58.78004609373167,4.079999923706055
Cepheus,332.71365710650707,58.20126183406695,3.3499999046325684
Cepheus,302.22228643703,77.71142098602,4.400000095367432
Cepheus,311.3223965313,61.838781731080005,3.4100000858306885
Cepheus,324.48010058101,62.08194177133,4.730000019073486
Cepheus,330.9477291109317,64.62797577182414,4.289999961853027
Cepheus,319.6448846972256,62.5855744637194,2.4600000381469727
Cepheus,311.3380385847071,57.579716517845,4.510000228881836
Cepheus,330.9476655904899,64.62797113084,4.449999809265137
Cepheus,343.60404479826,84.34617533776,4.684000015258789
Cepheus,326.36218806843,61.12080560639389,4.289999961853027
Cepheus,346.97439068984124,75.3874986252686,4.409999847412109
Cepheus,337.2927611001309,58.415193781569435,3.75
Cepheus,341.8711214726401,83.15382875035,4.78000020980835
Cepheus,342.4200728828125,66.20040505350917,3.5399999618530273
Cepheus,346.97446390095,75.38751085759,4.610000133514404
Cepheus,307.39543861014,62.99411033485,4.21999979019165
Cepheus,322.1649868804167,70.56071518916666,3.2300000190734863
Cetus,27.396261525257913,-10.6864086109725,4.679999828338623
Cetus,29.167510918840005,-22.5267846855,4.849999904632568
Cetus,36.48752435596,-12.290474306709998,4.866000175476074
Cetus,3.6600704726100006,-18.932863353932504,4.460000038146973
Cetus,39.89082255350084,-11.872097675596667,4.869999885559082
Cetus,33.25000132715001,8.846702350650002,4.349999904632568
Cetus,37.0398210789746,8.4600602248073,4.300000190734863
Cetus,21.405164348500005,-14.598785158179998,4.9070000648498535
Cetus,39.87065353077333,0.32850866536999995,4.070000171661377
Cetus,41.235572274412924,10.114144927239167,4.260000228881836
Cetus,21.005847006805414,-8.183260897344443,3.5899999141693115
Cetus,10.897378736003901,-17.98660631592891,2.009999990463257
Cetus,38.968641873225,5.593240000491665,4.870999813079834
Cetus,40.82517159332709,3.2358241460283335,3.5399999618530273
Cetus,38.02161582704584,-15.244903767084717,4.75
Cetus,41.03061566419417,-13.858688724180276,4.236000061035156
Cetus,0.9349492958375002,-17.335991442864444,4.535999774932861
Cetus,13.252059246918751,-1.1442597826699998,4.760000228881836
Cetus,27.86513061761,-10.335031066289998,3.7200000286102295
Cetus,11.047500376762917,-10.609550734169721,4.767000198364258
Cetus,40.825162898112545,3.2358163764959436,3.4700000286102295
Cetus,4.8569766453529155,-8.82391915982472,3.549999952316284
Cetus,26.017013071634175,-15.93747989102139,3.5
Cetus,30.001285296691666,-21.077831669502782,4.019999980926514
Cetus,1.1254948012408332,-10.509521917923333,4.923999786376953
Cetus,2.8160751647800004,-15.467977907889997,4.889999866485596
Cetus,45.569887803322246,4.089738771805157,2.5299999713897705
Cetus,17.14746388517208,-10.18226442669,3.450000047683716
Cetus,49.840401739905005,3.370198605523333,4.849999904632568
Cetus,25.68129813648,-3.69019953938,4.98199987411499
Cetus,44.92871891189501,8.907385887939999,4.699999809265137
Chamaleon,161.44585968076748,-80.54018818094444,4.433000087738037
Chamaleon,158.86710645807833,-78.60778853923416,4.119999885559082
Chamaleon,124.63146861663003,-76.9197240614864,4.046999931335449
Chamaleon,184.58676960730588,-79.31223407416667,4.229000091552734
